datasetNo,indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
dataset1,3152,294.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3158,318.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3171,753.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3176,206.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3182,1.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3206,364.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3251,501.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3274,439.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3326,583.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3344,90.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3376,155.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3390,318.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3396,384.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3403,198.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3428,382.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3440,375.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3453,715.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3458,768.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3466,128.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3472,470.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3481,395.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3509,121.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3513,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3533,156.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3535,142.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3569,498.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3580,667.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3587,654.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3594,387.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3609,1156.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3648,241.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3650,663.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3653,215.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3664,509.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3668,343.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3694,313.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3703,129.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3731,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3736,183.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3802,265.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3809,688.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3812,165.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3849,647.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3852,225.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3856,641.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3857,278.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3860,194.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3869,388.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3891,641.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3904,595.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3914,798.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3919,123.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3949,419.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3959,391.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3972,176.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3978,1171.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3988,106.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3997,440.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,3999,1203.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4007,534.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4010,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4011,200.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4015,625.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4028,300.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4051,252.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4084,170.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4086,166.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4091,583.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4096,1203.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4115,774.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4119,382.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4122,190.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4124,138.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4149,759.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4184,254.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4186,139.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4219,451.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4221,1177.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4234,93.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4270,197.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4285,270.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4286,678.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4299,193.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4305,1167.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4368,800.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4383,514.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4399,719.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4414,395.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4416,338.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4422,440.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4436,336.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4450,302.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4455,164.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4456,719.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4458,623.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4476,86.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4477,39.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4485,382.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4513,392.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4524,116.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4526,179.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4535,287.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4551,183.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4561,123.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4599,764.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4605,322.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4612,103.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4621,189.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4623,251.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4625,38.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4640,471.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4646,664.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4654,276.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4668,128.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4678,169.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4685,371.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4693,193.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4716,715.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4761,774.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4775,404.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4781,229.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4789,634.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4802,24.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4846,370.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4870,168.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4877,777.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4882,419.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4889,621.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4893,774.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4905,422.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4941,645.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4952,625.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4958,260.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,4973,300.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5003,8.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5027,745.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5040,745.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5055,712.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5058,1159.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5078,737.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5084,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5111,129.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5124,157.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5133,411.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5146,245.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5158,538.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5175,617.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5192,121.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5212,510.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5248,674.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5253,777.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5261,515.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5271,169.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5279,549.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5282,213.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5299,154.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5310,1161.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5324,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5326,242.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5347,260.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5348,229.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5382,390.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5410,659.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5447,709.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5451,300.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5461,681.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5462,275.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5489,121.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5491,482.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5492,782.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5518,95.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5529,441.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5569,35.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5580,501.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5613,155.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5617,636.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5623,719.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5632,229.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5666,300.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5728,260.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5748,127.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5780,363.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5790,710.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5817,215.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5836,233.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5852,254.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5915,455.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5917,805.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5920,340.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5925,719.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,5985,176.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6005,228.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6008,410.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6033,290.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6051,252.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6062,670.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6079,1177.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6086,185.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6102,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6167,389.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6197,294.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6198,674.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6212,380.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6223,583.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6239,666.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6240,171.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6274,520.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6292,406.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6294,148.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6304,719.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6341,157.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6343,554.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6345,172.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6352,779.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6381,262.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6391,190.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
dataset1,6396,183.0,Department,Intimate,Intimates,Inconsistent Label,Standardised department naming.
